0.1996,29.13112
0.1998,29.13112
0.2,29.16164
0.2002,29.13112
0.2004,29.13112
0.2006,29.13112
0.2008,29.19215
0.201,29.19215
0.2012,29.22267
0.2014,29.25319
0.2016,29.31422
0.2018,29.34474
0.202,29.31422
0.2022,29.37526
0.2024,29.40578
0.2026,29.34474
0.2028,29.34474
0.203,29.43629
0.2032,29.46681
0.2034,29.49733
0.2036,29.52785
0.2038,29.55836
0.204,29.55836
0.2042,29.58888
0.2044,29.6194
0.2046,29.58888
0.2048,29.6194
0.205,29.64992
0.2052,29.58888
0.2054,29.58888
0.2056,29.6194
0.2058,29.68044
0.206,29.68044
0.2062,29.71095
0.2064,29.74147
0.2066,29.80251
0.2068,29.77199
0.207,29.80251
0.2072,29.80251
0.2074,29.80251
0.2076,29.77199
0.2078,29.77199
0.208,29.80251
0.2082,29.86354
0.2084,29.86354
0.2086,29.95509
0.2088,29.95509
0.209,29.95509
0.2092,30.01613
0.2094,29.98561
0.2096,30.04665
0.2098,30.07716
0.21,30.10768
0.2102,30.04665
0.2104,30.04665
0.2106,30.07716
0.2108,30.10768
0.211,30.10768
0.2112,30.19923
0.2114,30.19923
0.2116,30.19923
0.2118,30.19923
0.212,30.16872
0.2122,30.16872
0.2124,30.16872
0.2126,30.22975
0.2128,30.16872
0.213,30.1382
0.2132,30.16872
0.2134,30.19923
0.2136,30.22975
0.2138,30.26027
0.214,30.29079
0.2142,30.35182
0.2144,30.35182
0.2146,30.38234
0.2148,30.44337
0.215,30.41286
0.2152,30.47389
0.2154,30.47389
0.2156,30.47389
0.2158,30.47389
0.216,30.44337
0.2162,30.44337
0.2164,30.44337
0.2166,30.47389
0.2168,30.53493
0.217,30.59596
0.2172,30.62648
0.2174,30.59596
0.2176,30.62648
0.2178,30.657
0.218,30.62648
0.2182,30.62648
0.2184,30.68752
0.2186,30.657
0.2188,30.657
0.219,30.68752
0.2192,30.74855
0.2194,30.77907
0.2196,30.80959
0.2198,30.80959
0.22,30.8401
0.2202,30.87062
0.2204,30.8401
0.2206,30.80959
0.2208,30.87062
0.221,30.8401
0.2212,30.90114
0.2214,30.93166
0.2216,30.96217
0.2218,30.96217
0.222,31.02321
0.2222,31.05373
0.2224,31.08424
0.2226,31.08424
0.2228,31.08424
0.223,31.05373
0.2232,31.08424
0.2234,31.05373
0.2236,31.11476
0.2238,31.14528
0.224,31.1758
0.2242,31.1758
0.2244,31.1758
0.2246,31.23683
0.2248,31.26735
0.225,31.26735
0.2252,31.29787
0.2254,31.3589
0.2256,31.29787
0.2258,31.3589
0.226,31.3589
0.2262,31.41994
0.2264,31.45045
0.2266,31.48097
0.2268,31.54201
0.227,31.57253
0.2272,31.60304
0.2274,31.66408
0.2276,31.66408
0.2278,31.66408
0.228,31.6946
0.2282,31.6946
0.2284,31.6946
0.2286,31.6946
0.2288,31.75563
0.229,31.78615
0.2292,31.81667
0.2294,31.8777
0.2296,31.90822
0.2298,31.90822
0.23,31.96925
0.2302,31.96925
0.2304,31.96925
0.2306,31.99977
0.2308,31.96925
0.231,31.99977
0.2312,32.03029
0.2314,32.03029
0.2316,32.06081
0.2318,32.06081
0.232,32.09132
0.2322,32.09132
0.2324,32.18288
